LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Proba,Score
23000,71902.0,101750.0,HomeImp,Other,5.0,0.0,0.0,214.38925238,0.0,13.0,29.045964061,0.03480991795494022,578.73
5000,85165.0,107940.0,HomeImp,Mgr,6.0,5.0,3.0,122.76666667,5.0,28.0,,0.8152227800625106,405.37
15500,25448.0,39188.0,,Office,3.0,0.0,0.0,215.59249909,0.0,16.0,38.975114989,0.0607466270846477,557.67
66400,69588.0,143926.0,HomeImp,Office,12.0,0.0,0.0,118.25448658,0.0,11.0,39.975347097,0.05628708079341326,560.59
15100,127045.0,163833.0,DebtCon,Office,4.0,0.0,0.0,135.97527671,0.0,21.0,25.861812336,0.05216901628935298,563.49
14900,87167.0,114219.0,DebtCon,ProfExe,8.0,0.0,0.0,194.11317353,2.0,36.0,41.329763904,0.038387484859177326,575.07
20500,113963.0,131135.0,HomeImp,Self,3.0,1.0,0.0,243.68060389,1.0,26.0,143.94960495,0.5209905081983252,455.87
8200,61821.0,64832.0,HomeImp,Other,5.0,0.0,0.0,123.28602489,0.0,34.0,35.875343986,0.06783971156137693,553.41
22900,18059.0,57109.0,DebtCon,Other,26.0,0.0,1.0,213.03628478,0.0,24.0,25.547010323,0.05816996010893716,559.33
5500,78059.0,78179.0,DebtCon,,5.0,,,,,,20.679313582,0.0640549120858288,555.63
13000,20200.0,37245.0,DebtCon,ProfExe,21.0,0.0,1.0,199.9,2.0,16.0,,0.09650525694549984,539.57
30500,77246.0,121758.0,DebtCon,Mgr,10.0,0.0,0.0,79.21417248,0.0,34.0,26.521740538,0.04691256848243468,567.52
13700,64486.0,84759.0,DebtCon,Office,4.0,2.0,3.0,182.18025649,3.0,29.0,37.073413461,0.28330027525923934,492.38
15900,43830.0,59530.0,DebtCon,Other,4.6,1.0,0.0,148.13333333,1.0,27.0,,0.5963887159842649,444.82
7000,66000.0,86300.0,DebtCon,Other,3.0,1.0,1.0,242.43333333,0.0,8.0,,0.5199958509374575,456.02
18600,58992.0,86816.0,DebtCon,,4.0,0.0,0.0,103.50429531,0.0,16.0,40.956598244,0.05209679368429807,563.54
26500,134952.0,165451.0,DebtCon,Other,8.0,1.0,0.0,225.32367218,1.0,19.0,35.734856373,0.05957742728557894,558.42
22800,62754.0,101781.0,HomeImp,ProfExe,19.0,0.0,0.0,628.98194793,0.0,24.0,20.200302232,0.03108819309265697,582.95
22200,137889.0,182973.0,HomeImp,Mgr,6.0,0.0,0.0,317.35612488,0.0,17.0,44.968713692,0.03735343939801984,576.1
23600,87875.0,139025.0,DebtCon,Other,10.0,0.0,0.0,112.91251455,2.0,15.0,38.505897277,0.04390596312372216,570.02
10500,34044.0,55784.0,DebtCon,Other,10.0,0.0,0.0,245.1308598,1.0,32.0,36.350329432,0.04881697029945279,566.01
14600,54040.0,66442.0,DebtCon,Other,6.0,0.0,0.0,237.59925433,0.0,18.0,34.883435314,0.031111679438561954,582.92
25000,184000.0,232760.0,DebtCon,Other,4.0,0.0,4.0,230.1,2.0,44.0,,0.6530554599001311,436.09
9900,47367.0,114837.0,DebtCon,ProfExe,4.0,0.0,0.0,210.43553362,0.0,10.0,25.042108535,0.043445130132908245,570.42
15100,,65961.0,,,0.0,0.0,0.0,,0.0,0.0,1.6035079777,0.24157647771316035,500.17
26000,47067.0,63292.0,DebtCon,Office,17.0,0.0,0.0,174.62101544,2.0,21.0,33.673146444,0.045750010651884006,568.47
49800,44462.0,102203.0,HomeImp,Self,8.0,0.0,0.0,207.56405016,3.0,37.0,40.302867689,0.05674675252507267,560.28
6000,32446.0,54904.0,HomeImp,Other,2.0,0.0,0.0,51.733333333,1.0,9.0,,0.7100324381864169,426.6
23600,82407.0,106431.0,DebtCon,Other,,0.0,0.0,169.80527106,0.0,24.0,39.488844436,0.03834529168278384,575.11
18000,49255.0,61752.0,DebtCon,Other,8.0,0.0,0.0,122.06196718,3.0,49.0,30.033722382,0.07467937498199047,549.68
9500,43210.0,59692.0,HomeImp,Other,1.0,1.0,,103.08948312,,13.0,38.704985068,0.17948318498313204,513.72
19200,65206.0,13933.0,DebtCon,Other,7.0,,,57.59183135,0.0,16.0,42.50243535,0.2441482137348527,499.66
6500,70300.0,107500.0,DebtCon,Office,1.0,0.0,0.0,242.46666667,1.0,38.0,,0.0564568049053853,560.48
16800,56979.0,90008.0,HomeImp,ProfExe,10.0,0.0,2.0,178.92995639,1.0,12.0,27.816420302,0.20717891966783297,507.31
13200,65372.0,81426.0,DebtCon,Other,4.0,,1.0,102.6208363,3.0,29.0,38.934169132,0.10404600157975526,536.56
16800,27623.0,88231.0,DebtCon,ProfExe,8.0,0.0,0.0,122.46327196,0.0,12.0,55.962022219,0.15293771142222512,520.64
39000,3372.0,41500.0,HomeImp,ProfExe,4.3,0.0,0.0,326.66666667,6.0,15.0,,0.5039230754415976,458.34
15200,102925.0,114520.0,HomeImp,Office,3.0,0.0,0.0,137.38937273,0.0,22.0,36.44647661,0.04944650680819725,565.52
5000,71571.0,85100.0,DebtCon,ProfExe,1.4,0.0,1.0,82.133333333,0.0,13.0,,0.5757655080220083,447.89
17900,,31953.0,HomeImp,Other,10.0,0.0,1.0,74.429307591,1.0,2.0,29.975603348,0.395675741479018,474.18
13700,90714.0,120292.0,DebtCon,Office,11.0,0.0,0.0,215.61201633,0.0,13.0,40.304301343,0.031802910493785676,582.11
24800,64537.0,93212.0,DebtCon,ProfExe,7.0,1.0,1.0,120.35142038,4.0,25.0,34.686088674,0.2271094898562672,503.08
26800,213165.0,282068.0,HomeImp,ProfExe,5.0,,4.0,476.72828095,,55.0,31.181661193,0.18406494588394856,512.61
12000,7804.0,65395.0,HomeImp,Other,8.0,2.0,0.0,347.12332582,0.0,21.0,16.816307486,0.08298277826346583,545.56
16000,74459.0,103255.0,DebtCon,Other,6.0,3.0,0.0,72.864590397,1.0,21.0,24.935229965,0.06968055515461553,552.38
20000,116932.0,138072.0,HomeImp,Other,19.0,0.0,0.0,171.46666667,2.0,23.0,,0.6511078731042299,436.4
15800,78905.0,97628.0,DebtCon,Other,0.0,0.0,0.0,152.17113748,0.0,23.0,42.218282221,0.04236782241507437,571.36
10200,,64377.0,HomeImp,Other,,0.0,0.0,347.24501311,0.0,6.0,37.774681559,0.05284214198702795,563.0
28400,206126.0,238745.0,HomeImp,Other,9.0,0.0,0.0,119.0697634,1.0,42.0,41.670187737,0.11988399671207887,530.8
13700,96225.0,112676.0,HomeImp,Office,2.0,0.0,0.0,144.53360587,1.0,22.0,38.781048258,0.05070127356108831,564.57
13000,111000.0,137813.0,,Mgr,6.0,2.0,2.0,138.33333333,3.0,65.0,,0.7588046949669599,417.57
17100,53983.0,73688.0,DebtCon,Other,5.0,,,95.523512118,0.0,9.0,36.920385648,0.05211583473602933,563.53
5600,69435.0,83489.0,DebtCon,ProfExe,14.0,0.0,0.0,200.41843402,1.0,17.0,22.841092848,0.03601474276723453,577.46
18000,68000.0,98898.0,DebtCon,Office,10.0,0.0,0.0,206.96666667,2.0,13.0,,0.0296295803790755,584.74
10700,41144.0,59375.0,DebtCon,Other,2.0,0.0,0.0,73.6,1.0,18.0,,0.5406380445257121,453.03
14000,85200.0,,HomeImp,Other,8.0,1.0,0.0,188.66666667,4.0,17.0,,0.5302944122349422,454.53
25000,188545.0,241279.0,DebtCon,Other,9.0,0.0,0.0,102.5,2.0,26.0,,0.07739635756912272,548.29
16300,96431.0,161284.0,,Other,,0.0,,256.3719323,,23.0,39.07781351,0.027686618489164542,587.26
18000,100822.0,118817.0,DebtCon,ProfExe,0.0,0.0,0.0,126.42643974,0.0,30.0,37.877411067,0.040509903480619815,573.05
14900,70872.0,88731.0,DebtCon,Other,4.0,0.0,0.0,243.99793481,3.0,26.0,29.048020616,0.03527069866552286,578.24
14600,58229.0,74027.0,DebtCon,Other,2.0,0.0,0.0,228.56035401,0.0,9.0,34.124242283,0.03516786475479301,578.35
13300,38232.0,59482.0,DebtCon,Mgr,,,,,,,36.027104172,0.10902857233275595,534.67
21700,188525.0,234269.0,DebtCon,ProfExe,0.0,0.0,0.0,301.5210741,0.0,26.0,37.339520058,0.04852995867362719,566.23
12300,102908.0,124217.0,HomeImp,ProfExe,9.0,0.0,0.0,159.99402639,2.0,31.0,27.707443896,0.05005228400338521,565.06
18100,18611.0,171194.0,HomeImp,Self,5.0,0.0,0.0,313.03794532,0.0,26.0,27.199154012,0.045243888285300446,568.89
19900,78142.0,102085.0,HomeImp,Mgr,12.0,0.0,0.0,160.36703279,0.0,27.0,34.099757111,0.040031934219563026,573.5
1800,48649.0,57037.0,HomeImp,Other,5.0,3.0,2.0,77.1,1.0,17.0,,0.8178779586719764,404.73
26900,215692.0,286555.0,HomeImp,ProfExe,8.0,,5.0,468.1781224,,55.0,30.55300542,0.30365222142226406,488.84
19700,32989.0,75950.0,DebtCon,ProfExe,9.0,0.0,0.0,283.1,0.0,19.0,,0.033696742231226186,579.95
22900,136032.0,180899.0,DebtCon,ProfExe,21.0,0.0,0.0,240.34747113,0.0,24.0,41.596747473,0.035941804997003855,577.54
25000,23900.0,55700.0,,Office,2.5,0.0,0.0,116.63333333,2.0,7.0,,0.09528284525852912,540.08
18000,63508.0,94991.0,DebtCon,Office,1.0,0.0,0.0,155.88472429,0.0,25.0,23.58566428,0.046965591973548514,567.47
11000,53700.0,68000.0,DebtCon,Mgr,6.0,0.0,0.0,101.5,0.0,13.0,,0.6596658793400372,435.03
24900,62191.0,83694.0,HomeImp,Other,3.0,0.0,0.0,55.937512295,0.0,14.0,62.110721871,0.12237704709594473,529.96
10000,59828.0,72489.0,DebtCon,,18.0,0.0,0.0,157.24366245,1.0,11.0,31.626821934,0.05773052534061815,559.62
15500,57993.0,82248.0,DebtCon,Other,10.0,0.0,0.0,173.07296854,0.0,16.0,32.142468978,0.049623039018734307,565.39
12100,22000.0,38750.0,DebtCon,Other,0.8,0.0,0.0,167.4,1.0,17.0,,0.5675927647611464,449.09
12400,31303.0,57444.0,,Other,29.0,0.0,0.0,246.71682738,0.0,18.0,20.205907521,0.04022552300811821,573.32
7000,7000.0,31200.0,DebtCon,Other,5.0,0.0,0.0,265.06666667,0.0,12.0,,0.09479720435847656,540.29
11500,116430.0,215014.0,HomeImp,ProfExe,3.0,0.0,0.0,132.09363428,0.0,14.0,26.864568467,0.06088382092275215,557.58
36000,124000.0,176000.0,DebtCon,Other,21.0,,,257.7,5.0,35.0,,0.5384855591139901,453.34
52200,41301.0,67400.0,DebtCon,Office,5.0,1.0,,181.50235431,1.0,15.0,30.626188266,0.05079380988294415,564.5
12500,62000.0,102600.0,HomeImp,Other,10.0,2.0,6.0,226.43333333,4.0,42.0,,0.8033842481591271,408.14
16200,87248.0,116407.0,DebtCon,Other,20.0,0.0,0.0,270.0076812,1.0,16.0,24.543268816,0.02957453259146938,584.81
27900,135511.0,184219.0,DebtCon,ProfExe,1.0,1.0,0.0,241.05228345,2.0,19.0,38.606492713,0.08053762174682765,546.73
35000,391000.0,505000.0,DebtCon,ProfExe,4.5,0.0,0.0,192.76666667,0.0,22.0,,0.75116428561658,419.06
10000,13161.0,37700.0,DebtCon,Other,,3.0,0.0,79.1,2.0,9.0,,0.820470832233153,404.1
10200,102281.0,114277.0,,Office,15.0,0.0,0.0,263.2869775,0.0,16.0,36.827785946,0.028406725436700534,586.3
20500,80441.0,100505.0,DebtCon,Mgr,7.0,0.0,0.0,87.44666334,7.0,23.0,38.495065962,0.09131120284509073,541.78
23100,61524.0,96308.0,DebtCon,Office,1.0,0.0,0.0,160.38316815,1.0,21.0,35.112241195,0.04702153209748132,567.43
8700,78817.0,115527.0,DebtCon,Office,1.0,0.0,0.0,221.55154133,1.0,37.0,16.378412953,0.040454114335977766,573.1
15000,,50000.0,HomeImp,Other,0.0,3.0,4.0,206.96666667,1.0,45.0,,0.8024262271832003,408.35
15200,47453.0,73068.0,DebtCon,ProfExe,20.0,0.0,0.0,196.69969558,0.0,16.0,22.383856558,0.03091758119316381,583.16
36000,145908.0,190303.0,DebtCon,ProfExe,20.0,0.0,0.0,179.71924547,0.0,21.0,38.600764985,0.031394069630714186,582.59
18700,66891.0,94454.0,DebtCon,Office,0.0,0.0,0.0,160.71128201,3.0,20.0,32.784193505,0.04237923963490192,571.35
5000,68000.0,75616.0,DebtCon,ProfExe,0.1,0.0,0.0,131.86666667,0.0,30.0,,0.629404695982913,439.8
20000,145000.0,117500.0,,ProfExe,5.0,0.0,0.0,96.4,3.0,34.0,,0.06345451125056512,555.99
10600,48018.0,68963.0,DebtCon,Mgr,2.0,0.0,0.0,186.7575926,1.0,16.0,30.655744344,0.03794407687306875,575.51
8300,14601.0,66143.0,HomeImp,Office,24.0,0.0,0.0,320.23488221,1.0,12.0,40.015070568,0.05931506604913756,558.58
17000,51018.0,108148.0,HomeImp,Office,0.0,,2.0,114.9462923,0.0,23.0,40.241259872,0.1102059724166558,534.24
27000,79218.0,115721.0,DebtCon,Other,9.0,0.0,0.0,280.3437201,0.0,35.0,33.227763077,0.0319262760979531,581.96
18300,68517.0,97151.0,HomeImp,ProfExe,7.0,0.0,0.0,77.521818836,0.0,15.0,32.004056088,0.051836537434345104,563.73
27300,,43277.0,DebtCon,Other,9.0,0.0,,101.88661478,,14.0,20.808196179,0.07735415464533872,548.31
6000,33600.0,,HomeImp,Other,2.0,0.0,0.0,140.93333333,1.0,20.0,,0.7182377701083134,425.15
13700,12577.0,41075.0,DebtCon,Mgr,7.0,0.0,0.0,133.54201413,0.0,10.0,22.964772727,0.06791526143818015,553.37
25600,,51974.0,DebtCon,Other,,,,100.67686562,,13.0,28.116067418,0.08260580857044969,545.73
15100,45579.0,54065.0,DebtCon,Other,,0.0,0.0,79.757390313,0.0,15.0,41.447331871,0.06773788386851663,553.47
8600,44992.0,66403.0,DebtCon,Other,8.0,0.0,0.0,172.55155504,1.0,27.0,43.875610821,0.05932083290550261,558.58
22600,34226.0,85424.0,DebtCon,ProfExe,9.0,0.0,0.0,277.8486564,0.0,18.0,38.005683199,0.027050052668942358,588.12
17100,46953.0,69086.0,DebtCon,ProfExe,6.0,0.0,0.0,165.62778833,2.0,11.0,29.249143602,0.04415738214358374,569.8
3000,58000.0,71500.0,HomeImp,Mgr,10.0,,2.0,211.93333333,0.0,25.0,,0.17735584818454098,514.24
47000,42437.0,109553.0,HomeImp,Self,10.0,0.0,0.0,206.71407561,2.0,35.0,40.142521056,0.04402377075146201,569.92
17600,88661.0,114922.0,DebtCon,Other,13.0,0.0,0.0,152.75401017,1.0,7.0,36.766273628,0.07030530286431275,552.03
22000,143355.0,183799.0,DebtCon,ProfExe,6.0,,,174.84628965,3.0,43.0,42.221164626,0.08691481293752262,543.73
21600,105654.0,155460.0,DebtCon,Mgr,16.0,0.0,0.0,193.04880318,0.0,25.0,33.600608463,0.028741652525664914,585.87
10000,80000.0,107900.0,HomeImp,ProfExe,12.0,0.0,2.0,176.53333333,0.0,28.0,,0.12929236915522968,527.69
22100,73053.0,105750.0,DebtCon,Mgr,9.0,0.0,1.0,293.23333333,2.0,29.0,,0.07471863637038405,549.66
10400,63626.0,79477.0,,Other,12.0,0.0,0.0,260.79726222,0.0,27.0,27.942866028,0.032532911789299825,581.26
12000,87000.0,101200.0,DebtCon,Sales,13.0,,2.0,151.13333333,1.0,18.0,,0.1992818588466639,509.07
13600,,71904.0,,,0.0,0.0,0.0,,0.0,0.0,3.2650833872,0.25957224793968825,496.71
22000,81668.0,123978.0,DebtCon,Other,8.0,0.0,0.0,285.14175022,1.0,16.0,37.417108014,0.02838652990864148,586.33
10000,,79500.0,DebtCon,ProfExe,19.0,0.0,0.0,285.1,2.0,7.0,,0.5612597688569901,450.02
18400,88352.0,110216.0,HomeImp,Other,1.0,0.0,0.0,376.72364282,3.0,31.0,47.830671133,0.05447057490707745,561.84
23900,,62276.0,DebtCon,Other,26.0,0.0,0.0,127.02462497,0.0,8.0,20.407825584,0.05006888358409723,565.05
24300,50826.0,68199.0,DebtCon,Other,7.0,0.0,0.0,71.1819889,1.0,19.0,36.496201084,0.057894748085416066,559.51
21400,96016.0,135783.0,DebtCon,Mgr,14.0,0.0,0.0,169.01613785,2.0,25.0,35.612024807,0.03888936106091842,574.58
9700,59100.0,74986.0,HomeImp,Office,14.0,0.0,0.0,244.53333333,1.0,32.0,,0.03530804552030202,578.2
37600,141000.0,200300.0,HomeImp,ProfExe,5.0,0.0,0.0,145.63333333,0.0,31.0,,0.05352302450019996,562.51
24300,41323.0,73309.0,DebtCon,Other,27.0,0.0,1.0,298.18590413,2.0,32.0,36.155277517,0.08314966417959876,545.48
43300,217840.0,299171.0,DebtCon,ProfExe,31.0,0.0,0.0,232.27006776,1.0,24.0,43.1146909,0.08204737693790375,546.0
14600,86199.0,95034.0,HomeImp,Office,,0.0,0.0,164.29505001,1.0,25.0,41.546002515,0.05152342593768989,563.96
31200,15557.0,62847.0,DebtCon,Other,0.0,0.0,0.0,99.560441868,1.0,6.0,37.394118746,0.06330696550898375,556.08
30000,,46200.0,,,0.0,1.0,3.0,200.93333333,10.0,15.0,,0.7005780456926489,428.24
35100,33844.0,55100.0,DebtCon,Other,,0.0,0.0,,6.0,0.0,34.70302378,0.19969259427271846,508.97
3100,39589.0,36100.0,HomeImp,Other,1.5,0.0,0.0,153.16666667,1.0,14.0,,0.829832220783196,401.76
16500,67000.0,109500.0,DebtCon,Mgr,2.0,4.0,0.0,217.1,2.0,24.0,,0.6698925984663653,433.38
9100,48797.0,67761.0,DebtCon,Mgr,7.0,,3.0,116.97915477,3.0,11.0,37.79737881,0.21123374930617975,506.42
16100,63798.0,91045.0,HomeImp,Other,,0.0,0.0,298.21073119,0.0,19.0,30.961645128,0.027398049536262445,587.65
7000,18000.0,25000.0,DebtCon,Other,6.5,1.0,0.0,205.96666667,1.0,19.0,,0.6243233177816958,440.58
6400,76732.0,78084.0,HomeImp,Other,8.0,0.0,0.0,109.19302137,0.0,26.0,37.964554318,0.06966220203771244,552.39
27200,83894.0,121302.0,DebtCon,ProfExe,6.0,0.0,1.0,124.2746965,0.0,18.0,29.732489312,0.07987914779668116,547.05
43100,8482.0,64282.0,HomeImp,Office,,0.0,0.0,312.11768946,0.0,19.0,16.353642579,0.03375664828034584,579.88
10200,48670.0,90444.0,HomeImp,Other,,1.0,1.0,89.355474878,,7.0,39.15104729,0.2436934009265849,499.75
16400,107669.0,115881.0,DebtCon,Other,0.0,0.0,0.0,136.81211951,1.0,21.0,39.699961675,0.04476758375760407,569.29
23900,55284.0,92305.0,DebtCon,Other,7.0,0.0,0.0,241.08364933,1.0,19.0,37.479757124,0.02884071334039178,585.74
9400,56675.0,66976.0,HomeImp,Other,6.0,0.0,0.0,128.07164796,0.0,33.0,35.033371132,0.062259916736069884,556.72
8400,43900.0,55000.0,DebtCon,Office,1.0,0.0,0.0,169.43333333,1.0,21.0,,0.09709633198282129,539.33
17700,10847.0,94611.0,HomeImp,Other,14.0,0.0,1.0,271.39666705,0.0,22.0,27.283395304,0.0417290176000342,571.94
50000,69400.0,163000.0,HomeImp,Other,1.3,0.0,1.0,103.13333333,,13.0,,0.5955239906788207,444.95
12500,81865.0,101048.0,DebtCon,Other,1.0,0.0,0.0,147.40222744,0.0,23.0,38.855162721,0.05755221578932697,559.74
12900,34655.0,57787.0,,Other,31.0,0.0,0.0,244.99538458,0.0,18.0,21.415504297,0.040298657994102545,573.25
6300,,39050.0,HomeImp,Other,,,,294.47804756,,12.0,31.447750409,0.09147946858095513,541.7
13800,75142.0,95667.0,DebtCon,Mgr,19.0,0.0,0.0,230.45755435,10.0,24.0,33.383314175,0.04971422922826789,565.32
19900,64620.0,91504.0,DebtCon,Office,6.0,,,178.57486595,,16.0,37.725801189,0.025637772312573897,590.11
10100,55559.0,89231.0,HomeImp,Other,16.0,1.0,0.0,175.55557129,0.0,29.0,26.900320998,0.1931367708669502,510.47
16500,,88454.0,DebtCon,Office,30.0,0.0,0.0,320.42145028,0.0,16.0,14.097940896,0.03399869911679537,579.62
5400,,75254.0,,,,,,,,,23.163742947,0.06596113546201239,554.5
18200,55406.0,78682.0,DebtCon,Other,,0.0,0.0,122.71770946,0.0,39.0,33.693831299,0.06693059276898405,553.93
15400,,55421.0,DebtCon,Office,2.0,0.0,0.0,81.278511267,2.0,9.0,38.723895033,0.15727088421872712,519.45
56800,95321.0,169000.0,DebtCon,Other,3.0,0.0,0.0,239.43333333,4.0,38.0,,0.5854401080217471,446.46
2400,98449.0,117195.0,HomeImp,Office,4.0,0.0,0.0,93.811774855,0.0,13.0,29.681827045,0.08278718556888402,545.65
20100,171132.0,201214.0,DebtCon,ProfExe,11.0,0.0,0.0,250.92306961,0.0,38.0,25.965532663,0.03342822522498485,580.25
14500,70896.0,91652.0,HomeImp,Office,24.0,0.0,0.0,163.99161436,2.0,13.0,41.492816338,0.05025004791279844,564.91
23600,70769.0,183593.0,,Other,11.0,0.0,0.0,367.09848754,1.0,17.0,33.789192331,0.03076906953015622,583.34
8200,72986.0,87621.0,DebtCon,Office,14.0,0.0,1.0,86.545727017,0.0,9.0,24.697430423,0.09415899971903756,540.56
40000,331000.0,415000.0,DebtCon,ProfExe,22.0,0.0,0.0,242.46666667,8.0,34.0,,0.5806748337037915,447.16
23500,62441.0,97293.0,DebtCon,Office,1.0,0.0,0.0,152.83275416,0.0,21.0,34.531259989,0.04737417610075263,567.15
18400,65519.0,89276.0,DebtCon,Other,0.0,1.0,2.0,123.09855199,2.0,26.0,36.354203237,0.1052268674234651,536.1
57000,38000.0,68000.0,DebtCon,Other,3.5,0.0,0.0,97.4,0.0,21.0,,0.05692999171882028,560.16
9600,70589.0,99384.0,HomeImp,Other,0.0,0.0,1.0,176.4674623,0.0,31.0,34.234789575,0.05323890542542806,562.71
37300,68789.0,86172.0,HomeImp,Self,2.0,0.0,6.0,235.63790564,2.0,25.0,114.0505277,0.7866089353521452,411.85
34600,169960.0,224716.0,DebtCon,Mgr,2.0,0.0,0.0,182.06846112,2.0,21.0,32.710204856,0.07338176840595283,550.37
9700,8852.0,60599.0,HomeImp,Other,7.0,2.0,1.0,359.1044913,1.0,21.0,16.87198276,0.13163928576556716,526.95
32300,167000.0,221100.0,DebtCon,Mgr,4.0,0.0,0.0,185.7,3.0,21.0,,0.630358326696274,439.65
4200,44000.0,55085.0,DebtCon,,6.0,,1.0,75.433333333,,16.0,,0.25900059297508937,496.82
15300,109767.0,117552.0,DebtCon,ProfExe,0.0,0.0,0.0,125.9425923,0.0,30.0,37.68939304,0.046200959396284234,568.1
23100,133867.0,174105.0,,Mgr,26.0,,3.0,332.40983989,0.0,28.0,30.768637688,0.16731607838489765,516.78
18600,80970.0,101244.0,DebtCon,ProfExe,0.0,0.0,0.0,272.88259897,2.0,20.0,39.808993217,0.029197581065554097,585.29
28600,94165.0,130285.0,DebtCon,Office,10.0,0.0,1.0,137.81333094,0.0,28.0,42.080016037,0.08439837246410763,544.89
60500,40669.0,70207.0,DebtCon,Other,3.0,0.0,0.0,96.266067961,0.0,21.0,29.36696636,0.06361534510182659,555.89
34000,57025.0,103563.0,DebtCon,Office,3.0,0.0,0.0,173.49413187,2.0,24.0,36.91389765,0.04518605717908683,568.94
9300,75425.0,109040.0,DebtCon,Office,2.0,0.0,0.0,235.9462106,0.0,38.0,17.875259065,0.03988059082268814,573.64
16700,43794.0,61446.0,DebtCon,,6.0,0.0,0.0,96.454705906,1.0,9.0,28.452980859,0.04865274664386593,566.14
21200,69212.0,106273.0,DebtCon,ProfExe,12.0,0.0,1.0,97.2311228,0.0,22.0,18.11489583,0.0944286516658664,540.44
16100,33209.0,52000.0,DebtCon,Other,8.0,0.0,0.0,91.3,1.0,15.0,,0.4985595074118549,459.11
19000,172108.0,195892.0,DebtCon,ProfExe,10.0,0.0,0.0,276.76334062,0.0,38.0,24.475689897,0.0351549681255479,578.37
30700,14834.0,64870.0,DebtCon,Other,1.0,0.0,0.0,99.704362118,1.0,5.0,36.692324058,0.08810409349302775,543.19
20000,61843.0,95595.0,HomeImp,Office,14.0,0.0,0.0,135.96666667,0.0,14.0,,0.04166943737767131,571.99
17600,39057.0,50933.0,DebtCon,ProfExe,6.0,0.0,0.0,239.20163009,1.0,35.0,39.301070716,0.046816575465113114,567.6
21300,56729.0,114643.0,DebtCon,ProfExe,14.0,0.0,3.0,276.17016698,1.0,36.0,25.830883226,0.12601325366157473,528.75
19100,73217.0,93033.0,DebtCon,Other,1.0,2.0,1.0,113.69456607,2.0,26.0,36.384163815,0.12785458823243523,528.16
19300,83141.0,112096.0,DebtCon,Mgr,15.0,0.0,0.0,255.78828901,5.0,31.0,35.514487999,0.05169776280258584,563.83
7000,18000.0,46520.0,HomeImp,Office,17.0,0.0,1.0,183.1,0.0,23.0,,0.5950599345480798,445.02
43100,13356.0,64852.0,HomeImp,Office,,0.0,0.0,320.31054832,0.0,19.0,15.60459962,0.03494943053380878,578.59
19600,49984.0,84519.0,DebtCon,Other,12.0,0.0,0.0,92.811333225,0.0,10.0,7.6140654223,0.047932645009134814,566.7
14700,10098.0,51653.0,DebtCon,ProfExe,3.0,0.0,0.0,302.652472,0.0,16.0,18.423923816,0.05455637358147019,561.78
9000,52257.0,58275.0,DebtCon,Sales,5.0,0.0,0.0,80.251800985,0.0,21.0,34.144725947,0.1071761000311486,535.36
12000,84172.0,123415.0,DebtCon,Office,9.0,0.0,0.0,139.01844935,1.0,21.0,38.582669884,0.04441005760049941,569.59
15500,52051.0,88200.0,DebtCon,Office,30.0,0.0,0.0,211.06666667,0.0,22.0,,0.030399792420755252,583.79
51000,39609.0,60837.0,DebtCon,Office,5.0,0.0,,178.88867078,0.0,16.0,30.841045005,0.04052274887571852,573.04
23200,129355.0,171709.0,DebtCon,ProfExe,0.0,0.0,0.0,328.51412138,0.0,30.0,40.048440044,0.04284381453812872,570.94
14700,65660.0,81937.0,DebtCon,Office,2.0,0.0,0.0,106.65751886,1.0,19.0,25.197806875,0.05055894856989387,564.68
28300,68959.0,102048.0,DebtCon,ProfExe,12.0,0.0,0.0,278.71470424,1.0,32.0,39.932750126,0.03231147496876202,581.51
15400,73793.0,86176.0,DebtCon,Other,2.0,1.0,0.0,229.36937607,3.0,26.0,30.958519988,0.10701085361455083,535.43
19000,7524.0,28639.0,DebtCon,Other,,0.0,0.0,60.328252745,1.0,18.0,42.358461482,0.12273376850190006,529.84
11300,77926.0,89216.0,DebtCon,Mgr,6.0,0.0,0.0,146.81015408,2.0,26.0,39.466964223,0.04431673162292172,569.67
19400,39928.0,106271.0,HomeImp,Other,6.0,0.0,0.0,129.17827724,0.0,14.0,31.922154922,0.042568362037149046,571.19
10000,131589.0,156000.0,HomeImp,ProfExe,5.0,0.0,1.0,419.03333333,1.0,43.0,,0.10271614927893878,537.08
12900,55673.0,64582.0,DebtCon,Other,4.0,0.0,0.0,163.41663166,0.0,14.0,26.987437342,0.06083454919050658,557.61
15800,41661.0,80457.0,DebtCon,Mgr,3.0,0.0,1.0,137.31750781,0.0,8.0,27.434094849,0.13262593224536093,526.64
18600,39783.0,59196.0,DebtCon,Other,17.0,0.0,0.0,279.81006654,0.0,21.0,29.774806835,0.038274556949194766,575.18
17600,71983.0,97939.0,DebtCon,Office,1.0,0.0,0.0,144.36621588,3.0,19.0,29.808589765,0.05212297452214023,563.52
12800,58592.0,87002.0,DebtCon,Office,13.0,0.0,0.0,139.53084276,0.0,24.0,37.531077087,0.045738935717429395,568.48
15400,32131.0,47338.0,HomeImp,Other,9.0,0.0,0.0,93.373142196,1.0,11.0,31.409186356,0.06726422701828028,553.74
3500,23200.0,38666.0,HomeImp,Other,11.0,0.0,0.0,162.36666667,0.0,14.0,,0.8186121221567333,404.55
